Email Text,Email Type,Phishing,Ground Truth,Reasoning,Confidence
"On Wednesday 24 July 2002 01:13 CET Theo Van Dinter wrote:
> On Tue, Jul 23, 2002 at 03:55:35PM -0700, Kevin Gagel wrote:
> > I'm thinking of following this advise too. Is there a good reason that
> > I should not upgrad to the 2.40 at this time?
>
> Unless you feel like doing some development, the answer is: it's not
> released and is considered ""use at your own risk"".   :)And maybe because there isn't an official 2.40 yet. It's 2.40-cvs and 
changes from day to day. Or, to cite the page [1]: """,Safe Email,no,no,"Content is a legitimate 2002 technical discussion on software upgrades from a mailing list, lacking phishing hallmarks like urgent demands, fake links, or info requests.",100
"At 1:52 PM -0400 8/13/02, Theo Van Dinter wrote:
>On Tue, Aug 13, 2002 at 11:58:03AM -0500, Justin Shore wrote:
>>  I'm assuming I need to strip the SpamAssassinReport.txt attachments
>>  from my spam mailbox before I run the mailbox through razor-report,
>>  correct?  Does anyone know of an easy way to do this?
>
>use ""spamassassin -r"".  It'll take a message, strip the SA bits, and
>report to razor, all in one shot. :)Ah...  You learn something new every day!  This would make things 
quite a bi",Safe Email,no,no,"This is a benign technical discussion from 2002 about spam filtering tools (SpamAssassin and Razor), with no requests for personal data, links, or suspicious elements.",100
"> Date: Mon, 30 Sep 2002 14:00:12 -0400 (EDT)
> From: Dayv Gastonguay 
>
> I just installed razor 2.152 on a FreeBSD 4.4-RELEASE box and having
> problems with razor-check.  Any time razor-check is run, (with or without
> arguments), i get this error:
>
> Can't use an undefined value as a symbol reference at
> /usr/local/lib/perl5/site_perl/5.005/i386-freebsd/Razor2/Client/Agent.pm
> line 756.
>
 Try installing the latest Perl (at least 5.6.1) port on Freebsd and make
sure you set the system to ",Safe Email,no,no,"Email is a legitimate technical query about software issues on FreeBSD, with no suspicious elements like links, attachments, or requests for personal data.",100
"excel issues i believe i have asked before , but in case i missed you . . . if you or any of your traders get an error while working in excel about not being able to save , please capture a screen shot and e - mail it to me . i am currently working with microsoft to get this resolved , but they have requested a screen shot of the actual error message . much thanks , michael tully application support , portland ( 503 ) 464 - 7790 desk ( 503 ) 807 - 7862 michael . tully @ enron . com",Safe Email,no,no,"Email is a straightforward internal IT support request for error screenshots, from a credible Enron address, with no links, attachments, or demands for sensitive data.",95
"DetailsWant to refinance?Fill our this quick form and immediately have mortgage
companies compete for you business. You will be offered the, absolute, BEST refinance rates 
availible!Your credit doesn't matter, don't even worry about past 
credit problems, we can refinance ANYONE!Let Us Put Our Expertise to Work for You!http://210.51.251.244/al/cgi-bin/redir.cgi?goto=ID74210Or Site 2
http://61.129.81.99/al/cgi-bin/redir.cgi?goto=ID74215
Erase
http://210.51.251.244/al/uns/list.htm",Phishing Email,yes,yes,"Unsolicited mortgage refinance offer with too-good-to-be-true claims (no credit check needed), suspicious IP address links likely leading to malicious forms for data theft.",95
"= ? utf - 8 ? q ? each tablets at 0 . 17 ? = = ? utf - 8 ? q ? $ per portion ? = have you at any time think how much an average human pays for his medication ? pain pills , medicine to meliorate the select of real life , weight trim back medication , and much more . i convey you the equal specific , the vegetative reading - the equal choice , the equal recipe at a very judicious monetary value . ensure this",Phishing Email,yes,yes,"Encoded spam-like text promoting illegal cheap drugs without prescription, typical scam tactic to lure users to fraudulent sites for payment info.",90
"re : ( no subject ) thanks vince . vince j kaminski wrote : > blake , > > i forwarded the azure presentation to greg whalley recommending > that he takes a look at it . > > vince",Safe Email,no,no,"This is a benign internal email thread discussing forwarding a presentation, lacking any phishing indicators like links, urgent demands, or requests for sensitive data.",98
"by sendmail ( 8 . 8 . 9 / 8 . 8 . 9 ) with smtp id qaa27101 for ionandr @ aifh . ed . ac . uk from : irms @ accubilling . com to : ionandr @ aifh . ed . ac . uk subject : free advertising for your business ! bcc : = 20 hi , just wanted to pass along some information about a new piece of software = i now call my "" secret weapon "" . it 's amazing ! listen to this . . . me and hundreds of others can now reach "" millions of potential = customers "" - absolutely free ! a lot of us are creating immedia",Phishing Email,no,yes,"Unsolicited promotional spam offering free advertising software; lacks requests for sensitive info, links, or impersonation of trusted entities typical of phishing.",85
"management announcement as you are all aware , ebs has grown to be a significant part of enron . the ebs / blockbuster movies on - demand announcement this week , as merrill lynch put it ,  & confirms the tremendous inroads enron has made in the telecommunications business .  8 we expect this deal to be a springboard for enabling ebs to accomplish even greater things . because we believe that ebs is integral to enron  , s success , it is becoming increasingly important for greater interaction",Safe Email,no,no,"Content is a legitimate-sounding internal corporate announcement about business growth and deals, lacking phishing hallmarks like requests for credentials, links, urgency, or impersonation.",95
"rachael are you looking for more ? give her something special this new year . give her something rock hard ! stick it right here . turn off notifications here . hd international exports ltd st . vernon # 8732 belize city , belize",Phishing Email,yes,yes,"Unsolicited email with suspicious Belize-based sender, enticing/scammy language implying hidden links (e.g., ""stick it right here,"" ""turn off notifications""), typical of deceptive scams aiming to trick clicks for malware or data theft.",85
"participate in our retail store review program delivered by : online services 9420 reseda blvd # 133 northridge , ca 91324",Phishing Email,yes,yes,"Vague, unsolicited invitation to a ""review program"" from an generic ""online services"" entity with a physical address, common tactic to build false legitimacy and solicit personal info or clicks.",85
tynenol 3 with codeine legal and cheap ! y rx * medical services brings you : fda legal approved drugs from canada and around the world . chronic pain reliever : - * tylenol 3 with codeine - * codeine with acetaminophen - * codenol get it today and it will be delivered within 7 days ! don ' t miss your oportunity while it lasts . . . - - - - - - - forbid : http : / / mikrwk . practimus . com / remove /,Phishing Email,yes,yes,"Unsolicited email promoting illegal sale of prescription drugs (Tylenol 3 with codeine) without Rx, using suspicious link that may lead to malware or data theft.",95
"re : eog pronghorn location to aggressive . will get to i / c when people are avib . wil try but only can do so much earl chanley bob burleson 11 / 13 / 2000 11 : 49 am to : mike mccracken / et & s / enron @ enron cc : earl chanley / et & s / enron @ enron , darrell schoolcraft / et & s / enron @ enron , "" laura j . kunkel "" , perry frazier / et & s / enron @ enron , michelle lokay / et & s / enron @ enron , rich jolly / et & s / enron @ enron , arnie bailey / et & s / enron @ enron subject : re",Safe Email,no,no,"This is an internal Enron email from 2000 discussing work matters with no requests for sensitive info, links, or attachments; lacks phishing hallmarks like urgency or impersonation.",98
start date : 1 / 30 / 02 ; hourahead hour : 2 ; start date : 1 / 30 / 02 ; hourahead hour : 2 ; no ancillary schedules awarded . no variances detected . log messages : parsing file - - > > o : \ portland \ westdesk \ california scheduling \ iso final schedules \ 2002013002 . txt,Safe Email,no,no,"Content is a technical log from scheduling software, lacking any links, urgent requests, or impersonation typical of phishing.",98
submit 600 this is not spam ; you are receiving this message because you are a member of a safemail list . if you do not wish to be a part of this listclick here - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - if you want your site to be found submit 600 is definitely for you your web site is of little use unless it can be found by those who might be interested in it . submit your web site to up to 600 different se,Phishing Email,no,yes,"Email promotes a website submission service without requesting sensitive information, impersonating entities, or using deceptive tactics typical of phishing; it's unsolicited spam/advertising.",95
"get meds sent discretely directly to you hi , grade a offshore prescriptions express shipped directly to your residence . ciaiis , vlagra , valium many more available . save up to 70 % . worldwide deliveries in discreet packaging . no prior script required . you can purchase at :",Phishing Email,yes,yes,"Unsolicited email promotes illegal drug sales without prescription, using misspellings and luring to a likely fraudulent purchase site to steal payment/personal info.",95
"re : thu , 06 may 2004 04 : 17 : 35 - 0500 the first gove . rnment mo ' rtgage program . under a new bill , we have aspecial budget to help you and your family . a lot of privileges available . only 500 spots open left apply here orekexycd lbxqprpl qczgmgo . aigqykkq eppyplt rjxtarbbw dbwel adfttphh hofgz rslku , xcfdln urjifs , lqfolclb wbluji agbohyq ypdqzhlb xqgjzz zpfsbecdz aerrwzu aocgwbqhf shjwsamm - enxwyy aldydwr - wqjgshtwp pnggdkf msyjvmd - wqajjz qbmjnhm bhhcxhzb mfyfqqpq mqmwrdi bfho",Phishing Email,yes,yes,"Email uses broken grammar, fake government program with urgency, and obfuscated gibberish strings likely hiding malicious links.",95
"the greatest is love dear friend , as you read this , i don ' t want you to feel sorry for me , because , i believe everyone will die someday . my name is umaru aliyu , a merchant in dubai , in the u . a . e . i have been diagnosed with esophageal cancer caring for my health . it has defiled all forms of medicine , and right now i have only about a few months to live , according to medical experts . i have not particularly lived my life so well , as i never really cared for anyone not even mysel",Phishing Email,yes,yes,Classic advance-fee scam email from a supposed dying merchant offering inheritance to build trust and solicit money or info.,95
"Problem with spamtrap
/home/yyyy/lib/spamtrap.sh: /home/yyyy/ftp/spamassassin/spamassassin: No such file or directory",Safe Email,no,no,"Content is a technical server error message related to spam filtering scripts, with no links, urgent demands, or requests for personal information typical of phishing.",98
"Do you owe money? Is it getting troublesome keeping track
of all those bills and whom you owe how much and when? Would
it not be easier if you could just make 1 monthly payment
instead of several? We can help!  If your debts are $4,000 US or more and you are a United
States citizen, you can consolidate your debt into just one
easy payment! You do not have to own a home, nor do you need
to take out a loan. Credit checks are not required!  To receive more information regarding our services, please",Phishing Email,yes,yes,"Unsolicited email promising easy debt consolidation without credit checks or loans, targeting vulnerable users likely to lead to requests for personal financial details.",85
congratulations - well deserved .,Safe Email,no,no,"The content is vague, lacks urgency, links, personal details, or requests for action/information typical of phishing.",95
"Uh, WWII Enigma was cracked at Bletchly Park, based on the work of some 
Poles, who had been trying to figure out when they would be invaded.   
Entirely mechanical!   Definitely not optical at all.    Enigma was 
originally broken based on bad use practice.  If it had been employed more 
sensibly it would have been a lot harder.See ""The Code Book"" by Singh, Doubleday, 1999.     Or, for that matter, 
""Cryptonomicon"" by Stephenson, which is a fictionalization of the Enigma 
cracking story, and pr",Safe Email,no,no,"Content is a neutral historical discussion on WWII Enigma cryptography and book recommendations, lacking any links, urgent requests, or demands for personal information typical of phishing.",100
"Something EVERY business needs, a Merchant Account!A Merchant Account is the hardware and software which
gives you the ability to allow customers to pay using
any credit card such as Visa, Master Card, American
Express, Discover etc., and other forms of payment such
as e-Checks, Debit Cards and secure Internet based
payment.We offer several different packages, any of which can
be custom tailored to your needs. Services are currently
provided to the United States and Canada.To make a purchase or ",Phishing Email,no,yes,"The content is a straightforward promotional email for merchant account services, explaining benefits and offering packages without requests for personal data, links, or deceptive tactics.",95
she looks good click here to be removed,Phishing Email,yes,yes,"Vague, enticing bait (""she looks good"") combined with a suspicious ""click here to be removed"" link, typical phishing tactic to lure clicks to malicious sites.",85
"the effectiveness of consumption will aprove you everything julia bittorf ridergblaze awak autogreet cfvu hendersons s & l q 2 bombermans blb why not visit us and find out what your missing ? http : / / s . net . betterrxinfo . com / ? 50 px 6 speed rx meds refill . no payment for professional rx "" there is too an alice kapipelean and i have proof right here ! "" shouts the nun . st . peter takes the news article and read it . "" oh my , sister . you have misread this article . this article says t",Phishing Email,yes,yes,"Contains suspicious URL promoting free prescription drug refills without payment, typical of scam/phishing emails luring clicks to malicious sites.",95
"Tired of Mounting Credit Card Debt?
Frustrated by Creditor Harrassment?
Bogged down by Medical Expenses?
Just Plain Tired of the Financial Insanity?By filling out the simple form below you can,Reduce your debts by up to 60%!
Reduce or Eliminate Interest!
Preserve or Rebuild your Credit
Stop the Harrassing Phone Calls!Follow the link below to fill out the short and easy form today!!
http://61.129.68.19/user0205/index.asp?Afft=DP09
It's a free quote and only take a couple of seconds!!Please know t",Phishing Email,yes,yes,"Uses suspicious IP address URL to direct to a form for financial details, with exaggerated debt relief promises typical of scams.",95
"----- Original Message -----
From: ""R. A. Hettinga"" >
> Seriously. Look at he life expectancy and human carrying capacity of
> this continent before the Europeans got here. Look at it now. Even
> for descendants of the original inhabitants. Even for the descendents
> of slaves, who were brought here by force.
I wouldn't say that the societies of humans here before European occupancy
was 'lifted' by free xyz. Perhaps 'replaced' or 'sunk' or some other
description, but not 'lifted'. Also, the life",Safe Email,no,no,"Content is a historical/societal discussion snippet with no requests for info, links, attachments, or scam elements.",98
"granada workshop adapting lexical and corpus resources to sublanguages and applications a workshop to be held at the first international conference on language resources and evaluation granada , spain , 26 may 1998 the workshop will provide a forum for those researchers involved in the development of methods to integrate corpora and mrds , with the aim of adding adaptive capabilities to existing linguistic resources . organisers : roberto basili ( university of roma "" tor vergata "" ) , roberta c",Safe Email,no,no,"Content is a legitimate 1998 academic workshop announcement with no requests for information, links, or suspicious elements.",98
"re : saxet canales meter 980437 for august , 2000 sorry about that , i had some tech difficulty with the first version and the subject line , which was pertinent , was not included . mary - good catch carlos",Safe Email,no,no,"Email is a benign follow-up about technical issues with no links, attachments, or requests for personal/financial info; resembles internal communication.",95
"today ' s discussion anjam , thanks for organising this - and vince thanks for making yourself available for the discussion . i am working for joe gold and my group is concerned with adding the web as an additional sales and communication channel for our european business units . through the web we are also able to convey a more local image , rather than presenting ourselves as a texan company through enron . com . to set you into perspective about what we have in mind i have attached a brief pr",Safe Email,no,no,"Email is a business follow-up on a discussion with an attachment for context, no requests for info, links, or urgency; Enron reference is outdated but not indicative of scam.",90
"http://www.editorandpublisher.com/editorandpublisher/features_columns/articl
e_display.jsp?vnu_content_id=1570036(or http://makeashorterlink.com/?A1D525B61 if that URL wrapped)rOD.
--
""If I was a front porch swing, would you let me hang?
 If I was a dancefloor, would you shake your thang?
 If I was a rubber check, would you let me bounce
 Up and down inside your bank account?"">> Doing the blogging thang again at http://www.groovymother.com/ <<-----------------------------------------------------",Safe Email,no,no,"Content appears to be a legitimate newsletter or blog excerpt from Editor & Publisher with non-malicious links to articles and a personal blog; no requests for personal info, urgent actions, or impersonation.",95
"intrepid investor report sorensen , iogn - get in now - will explode in next 2 weeks - this stock is undiscovered stock gem get in iogn now ! huge news - istorage networks , inc . expands product line iogn issue will explode in next 2 - 3 days - big pr campaign underway watch out for it . jump on board it will explode on monday . . stock expected to soar - read news at the end of this profile . it will explode ! ! speculative target price in 1 - 2 days : $ 0 . 37 - 0 . 39 speculative target pric",Phishing Email,yes,yes,"Urgent hype promoting a low-profile stock with promises of explosive gains and vague ""news"" links is characteristic of investment scams designed to deceive and defraud recipients.",95
41 . npe . girth ? really lay the pipe to the next chick you screw . . . http : / / cowboy . emarkdinbs . com / vp 5 no more of this sort of material . honoured in 24 - 48 hours . http : / / hormone . amilsdcx . com / a . html ambiguous pornography allemand crack warhead abysmal gallagher wouldn ' t tensile wellbeing nectarine clockwise ben addressee haiti rc,Phishing Email,yes,yes,"Suspicious links to fake domains, garbled spam text with sexual content and keyword stuffing, typical of phishing/scam emails designed to lure clicks for malware or data theft.",95
"expand your penis 20 % larger in weeks penis enhancement patch , doctor approved and recommended . http : / / www . siratu . com / ss / but i  m not so think as you drunk i am . the humble suffer when the mighty disagree . he that plants trees loves others beside himself . nothing emboldens sin so much as mercy . books may well be the only true magic .",Phishing Email,yes,yes,"Email promotes dubious product with suspicious URL likely leading to scams or malware, using spam tactics to evade filters.",90
"caiso notification - scheduled work on si has been rescheduled to 8 / 29 / 01 - si server unavailable 8 / 29 / 01 * * the scheduled work on si server on 8 / 28 / 01 has been re - scheduled to 8 / 29 / 01 * * * * urgent notification : si server will be unavailable , wednesday , august 29 , 2001 ( 14 : 20 to 14 : 55 pdt ) to perform a fallback to our backup si server in alhambra . please submit all hour ahead schedules for august 29 th he , 1800 and 1900 and supplemental energy schedules for , 170",Safe Email,no,no,"Email is a legitimate-sounding operational notification about server maintenance from CAISO, with no requests for personal info, links, or attachments typical of phishing.",95
"hpl noms - dec . 30 - 31 , 2000 and jan . 1 - 2 , 2001 ( see attached file : hplnl 230 . xls ) ( see attached file : hplnol 01 . xls ) - hplnl 230 . xls - hplnol 01 . xls",Safe Email,no,no,"Content references old business attachments without urgency, links, or requests for personal information, resembling legitimate internal communication.",95
"the economy is a lot better now hello , we sent you an email a while ago , because you now qualify for a new mortgage . you could get $ 300 , 000 for as little as $ 600 a month ! bad credit is no problem , you can pull cash out or refinance . please click on this link for free consultation by a mortgage broker : start saving here best regards , lance hutchins for email removal , go here . http : / / morgagerightnow . com / st . html",Phishing Email,yes,yes,"Unsolicited mortgage offer with unrealistic terms, bad credit acceptance, and a suspicious, obfuscated link urging clicks for ""free consultation.""",95
"Free Info!
FREE
The
            Insider Stock Market Report
$2400 Value
Get
            the latest competitive intelligence, insider knowledge and
            deal-sourcing contacts to stay ahead & succeed in this
            supercharged market!
Free
                  3 month subscriptionSubscribed
            to by over 200 investment bankers, venture capitalists, fund
            managers, deal-makers and public company CEO & CFOï¿½sworld
                market overviews and updates
""first
  ",Phishing Email,no,yes,"Content promotes a free stock market report subscription without requests for personal info, links, or impersonation; resembles legitimate marketing spam.",95
"evolvable hardware and gp paper now available in post script . . . "" rapidly reconfigurable field-programmable gate arrays for accelerating fitness evaluation in genetic programming "" a late-breaking papers from gp-97 conference . abstract : the dominant component of the computational burden of solving non-trivial problems with evolutionary algorithms is the task of measuring the fitness of each individual in each generation of the evolving population . the advent of rapidly reconfigurable field",Safe Email,no,no,"Content is a legitimate academic announcement sharing a conference paper abstract on genetic programming, with no requests for information, links, or suspicious elements.",98
"URL: http://www.newsisfree.com/click/-2,8435176,1440/
Date: Not suppliedThe reaction that forms the potential carcinogen acrylamide in baked foods is 
revealed, suggesting ways of reducing levels",Safe Email,no,no,"The content appears to be a benign news newsletter link about a scientific topic on food safety, with no requests for personal info, urgency, or malicious indicators.",95
"Hot Tawnee the Internet Sensation is ready to bare all for 
you.Looking at those firm tits and creamy soft 
thighs you can't help but get an instant erection. Now Tawnee's Sister 
Tori joined in. Both are sweet little honeys that love to show you what a good 
time is all about!
Click here To Visit TawneeStone.com 
          where you will see both posing for you in many erotic ways
Â THIS 
        EMAIL WAS NOT SENT UNSOLICITED. YOU HAVE SUBSCRIBED TO RECEIVE OUR MAILING. 
        IF YOU WISH TO",Phishing Email,no,yes,"Email promotes adult website with a direct link but lacks elements like fake login prompts, urgency for credentials, or impersonation of trusted entities; it's unsolicited spam.",95
"corrigendum mirth mythology emery lockstep caleb baboon alkane perceive lifeguard contractual cyrillic library wrigley calendar alkaline vortices alibi michele hi michel , are you up for the challenge ? cialis or viagra who will be the winner ? salute , - adam west cool tuberculin inauspicious incommensurate ameslan terrain buckwheat wreck whitehall backlog scarecrow orgasm toy postmen nell storyteller barrow juror intricacy nippon jingle linkage derail monkish saute insufferable suffuse berlitz",Phishing Email,yes,yes,"Email contains spam-like promotion of prescription drugs (Cialis/Viagra) with random words to evade filters, baiting user engagement that could lead to malicious links or data theft.",75
"DEAR HOMEOWNER,main {  font-family: Verdana, Arial, Helvetica, sans-serif; font-size: 12px; color: #212121}
footer {  font-family: Verdana, Arial, Helvetica, sans-serif; font-size: 10px; color: #000000}
A:link {text-decoration: none; color: #ED1C24}
A:visited {text-decoration: none; color: #ED1C24}
A:active {text-decoration: none; color: #F7941D}
A:hover {text-decoration: none; color: #000000}
A.yellow:link {text-decoration: none; color: #FFFFFF}
A.yellow:visited {text-decoration: none; color: #",Phishing Email,yes,yes,"Generic ""DEAR HOMEOWNER"" greeting common in scams; embedded CSS suggests attempt to mimic legitimate formatted email, potentially hiding malicious elements.",75
"nels dates , at last ! we are pleased to announce the date for nels 1995 , to be hosted jointly by harvard university and mit . the conference will be held from october 27-30 in locations on both campuses . in addition to the usual weekend talks , there will be monday workshops on indo - european and language processing . thanks to all those who sent us their scheduling plans for conferences next fall . we did our best to minimize conflicts . the bu conference on language acquisition will be hel",Safe Email,no,no,"Content is a legitimate announcement for the 1995 NELS linguistics conference hosted by Harvard and MIT, with no requests for information, links, or suspicious elements.",98
schedule crawler : hourahead failure start date : 1 / 21 / 02 ; hourahead hour : 21 ; hourahead schedule download failed . manual intervention required . log messages : parsing file - - > > o : \ portland \ westdesk \ california scheduling \ iso final schedules \ 2002012121 . txt error : dbcaps 97 data : cannot perform this operation on a closed database ! ! ! unknown database . alias : dbcaps 97 data ! ! ! unknown database . alias : dbcaps 97 data ! ! ! unknown database . alias : dbcaps 97 data,Safe Email,no,no,"Content is a technical error log from a scheduling system, lacking phishing hallmarks like urgent requests for info, links, or impersonation.",98
"hil phonology 4 second and final call for papers : hil / leiden university will host the 4th hil phonology conference , hilp 4 , from 28-30 january , 1999 . call for papers abstracts are invited in all areas of phonology , and particularly on the conference theme : "" how phonetic is phonology ? "" - to what extent can phonology be derived from phonetics ? - where does phonology stop and phonetics begin ? - how concrete is phonology ? besides the main conference , there will be three workshops . w",Safe Email,no,no,"Content is a legitimate academic conference call for papers announcement with no requests for personal info, links, or suspicious elements.",98
"creditfixThank You,Your email address was obtained from a purchased 
list, Reference # 1580-17600.Â Â If you wish to unsubscribe from this list, please 
Click here and enter your 
name into the remove box. If you have previously 
unsubscribed and are still receiving this message, you may email our 
Abuse Control Center, 
or call 1-888-763-2497, or write us at: NoSpam, 6484 Coral Way, 
Miami, FL, 33155"".
Â© 2002 Web Credit Inc. All Rights Reserved.",Phishing Email,yes,yes,"Suspicious unsubscribe link prompting user input, combined with generic spam-like elements (purchased list, outdated copyright, ironic ""NoSpam"" address) typical of phishing to harvest data or deliver malware.",90
"Matt Kettler said:
> Ok, first, the important stuff. Happy birthday Justin (a lil late, but
> oh well)cheers!> a 13% miss ratio on the spam corpus at 5.0 seems awfully high, although 
> that nice low FP percentage is quite nice, as is the narrow-in of average 
> FP/FN scores compared to 2.40.As Dan said -- it's a hard corpus, made harder without the spamtrap data.Also -- and this is an important point -- those measurements can't be
directly compared, because I changed the methodology.  In 2.40 t",Safe Email,no,no,"Content is a casual technical discussion on spam filtering metrics and birthday wishes, lacking any requests for info, links, or impersonation typical of phishing.",98
"buy your medicines from us , viagra , xanax and more . no doctor visit needed . remove . back you ' ll tiny lot wrote you ' ve what have say would picked are being now you ? good then postpone to mom . once . thing loved lost you ' d so it i ' ve changed weeks . these can ' t really that in never into time wants it ' s",Phishing Email,yes,yes,"Promotes illegal drug purchases without prescription, uses garbled text to evade filters, likely lures to malicious sites for scams or data theft.",85
"rendez - vous reporter : tuesday 5 th september 2000 > tuesday 5 th september 2000 > > the monte carlo rendez - vous reporter from reactions , in association with > guy carpenter [ http : / / www . guycarp . com ] . simply click on the link next to > each headline to read the full story . > > top stories of the day : > > back to basics for employers re > http : / / www . reactionsnet . com / conferences / viewstory . asp ? id = 675 > > deconstructing the nature of risk > http : / / www . reactio",Safe Email,no,no,"Content resembles a legitimate insurance industry newsletter from Reactions and Guy Carpenter, with links to real domains; no requests for personal data or urgent actions.",95
"hiv viruses ? check this site out . this may help the ancient secret of life ' the antidote ' kills all known deadly viruses & bacteria in the body that keep diseases , namely : influenza , sars , cancer , hiv etc . etc . active . a disease must be made dormant to stop infection . ' the antidote ' is the answer . free shipping & 30 - day money back guarantee we are the only company in the world who have developed and enhanced this product for sale . click here for more info bacilli nurse zeus in",Phishing Email,yes,yes,"Promotes impossible ""miracle cure"" for deadly diseases like HIV and cancer with urgent call to click a suspicious link, classic scam/phishing tactic to lure victims.",95
"young amateur slut so cute of wohm do i have the honour ? : ) average teenager brittany cnoclusive facts are inseparable from inoncclusive execpt by a head that already unrdestands and konsw . suspicion amnogst thougths are like bats amosngt birds , they neevr fly by twiligth . happy is he who has laid up in his youth , and held fast in all fortune , a genuine and passionate love for reading . djusk ' a 24 g 2 t te be la puorisvehbash",Phishing Email,no,yes,"Content is nonsensical spam with misspellings and no requests for personal info, links, or urgent actions typical of phishing.",95
hi how to save on your medlcatlons over primarily 70 % . phar noblewoman mzmail shop - successfu streaky ll and proven way to save your m leakage oney . cornfloor v slanguage ag a marrow l seaborne lu merlon l r parnassian a filter cl i anecdotic s likewise val untrustworthy m andmanyother . * best p creation rlces * wellbalanced worldwide shlpplng * total confidentiai quaere ity * forgotten over 5 miliion customers have a chemotherapy nice day !,Phishing Email,yes,yes,"Garbled text with misspellings promotes fake pharmacy deals on medications, typical of scam emails luring users to malicious sites for personal info or payments.",95
"sfa licenses iris : i forwarded the information to donna lowry in our compliance dept . however , i am afraid she had bad news . enron would sponsor the renewals , but the us securities group does not recognize uk securities exams without further testing here in the us . she said she would get back with you and explain it in greater detail . but , from what i understand , you will need to take some exam here before renewing . when you hear from her let me know . shirley",Safe Email,no,no,"Email is purely informational about internal license renewal processes, with no requests for personal data, links, attachments, or urgent actions.",98
empty,Phishing Email,no,yes,"The email content is empty, providing no information, links, or requests that could constitute a phishing attempt.",100
"fork@xent.comYOU WON A FREE PORN PASSWORD!!
FREE PORN ACCESS ALL THE PORN YOU CAN HANDLE!!DO ME NOW I WANT YOU TO CUM!!!  http://www.tnt-hosting.com/wmann
to opt out click reply you will be removed instantly
sbex^krag(pbzhttp://xent.com/mailman/listinfo/fork",Phishing Email,yes,yes,"Email uses sensational spam lures (free porn passwords) with a suspicious link likely leading to malware or data theft, disguised as a prize win.",95
"perfect logo charset = koi 8 - r "" > thinking of breathing new life into your business ? start from revamping its front - end - logo and visuai identity . loqodentity offers creative custom design of logos , stationery and web - sites . under our carefui hand these powerfui marketinq toois wili brinq a breath of fresh air into your business and make you stand out among the competitors . you are just a click away from your future success . click here to see the sampies of our artwork , check our ",Phishing Email,no,yes,"This appears to be spam advertising for logo design services with typos and a generic call to click a link, but lacks deception, impersonation, or requests for sensitive information typical of phishing.",95
"Hi,I believe you get more value for money by separating the mobile phone from 
the PDA.As expressed by power users on Open, a combination like a EUR 160 Nokia 
6310i talking to a EUR 440 Palm m515 will meet your specification. By using 
a EUR 90 Bluetooth SD chip, the Palm and the Nokia 6310i can talk to one 
another even when not in line of sight.regards
Berniewww.topgold.com/blog/
_______________________________________________
IIU mailing list
IIU@iiu.taint.org
http://iiu.taint.org/mailman/li",Safe Email,no,no,"Email offers tech advice on devices without requests for personal data, suspicious links, or urgency; resembles a benign mailing list discussion.",95
"employment agreement request for david parquet louise - david parquet is currently on an employment agreement which expires on 12 / 1 / 2001 . chris would like to be proactive in signing dave up again for another 2 years . dave ' s current contract details are : base : $ 200 , 000 ( due to sf cost of living ) equity : $ 100 , 000 equity ( 50 / 50 ) on 1 / 1 / 00 equity : $ 100 , 000 equity ( 50 / 50 ) on 1 / 1 / 01 chris is proposing : base : $ 215 , 000 ( or $ 200 , 000 with a cola payment of $",Safe Email,no,no,"Content describes internal employment contract details and renewal without requests for sensitive info, links, or urgent actions typical of phishing.",95
roud and huge click here to be removed,Phishing Email,yes,yes,"Garbled, nonsensical text combined with a suspicious ""click here to be removed"" call-to-action, common in phishing emails to lure clicks to malicious links.",85
"Gary Lawrence Murphy said:
> >>>>> ""S"" == Stephen D Williams  writes:
>     S> A) Which religion is it that can claim no foul actions in its
>     S> past?  Certainly not Christianity, Islam, etc.
> Rastafari.
> That is, if you concede that of the two founding branches, only the
> one founded by the Nyabingi were legit and the others were
> thinly-veneered anti-colonial hooligans.  
> There is also Vietnamese Buddhism, unless you count setting fire to
> oneself as a ""foul action"".What about Tibe",Safe Email,no,no,"Content is a neutral discussion on religious history from what appears to be a mailing list or forum, with no requests for information, links, attachments, or impersonation.",100
"super vkiagra generic cialis ( regalis ) , at cheap prices . most places charge $ 20 , we charge $ 5 . quite a difference . cialis is known as a super - v?agra or weekend - v?agra because its effects start sooner and last much longer . shipped worldwide . your easy - to - use solution is here : http : / / go - medz . com / zen / ? sashok - - - - - the link below is for those who hate spam . . . http : / / go - medz . com / rm . php ? sashok - = = -",Phishing Email,yes,yes,"Unsolicited spam promoting cheap prescription drugs with suspicious, obfuscated links likely leading to scams or malware.",95
"top paying position for bait - excelled @ em . ca call 1 - 866 - 613 - 3376 x 4704 + + + + + the preceding advertisement was sent from digitalgogetter . net to bait - excelled at em . ca . if you would like to stop receiving advertisements from digitalgogetter . net in the future , please + + + + +",Phishing Email,no,yes,"Content appears to be spam for a job offer, urging a call to a number without deceptive claims of legitimacy or requests for sensitive info like credentials.",90
