Email Text,Email Type,Phishing,Ground Truth,Reasoning,Confidence
please review for send out monday .,Safe Email,no,no,"It lacks malicious indicators (no links, no requests for credentials) and appears to be a generic internal instruction.",60
"Forgotten History - Tuesday, August 20, 2002 
        ""Little known facts and overlooked history"" 
============================================================ 
Want to become a Forgotten History subscriber for FREE? Visit: 
           http://www.shagmail.com/sub/history.html 
============================================================ 
            - Do you enjoy this publication? -Then give your friends a FREE GIFT SUBSCRIPTION to it today. 
Just click below and ""Shag-a-Friend""! http://www.sen",Safe Email,yes,no,"Unsolicited email with dubious links to unfamiliar domains, a broken URL, and generic promo language.",72
5 % guaranteed for eight years 5 % guaranteed for 8 years ( effective yield ) 8 year surrender period please fax back contracts with a copy of your insurance license to 215 - 564 - 0155 . issued to age 90 a rated company alternative 10 year guaranteed plan call today for more information ! - or - please fill out the form below for more information name : address : city : state : zip : phone : fax : e - mail : we don ' t want anyone to receive our mailings who does not wish to receive them . this,Phishing Email,yes,yes,Unsolicited high-yield investment offer requesting a copy of an insurance license and personal details via fax; suspicious format and delivery.,85
"you can get a quote from 4 major lenders without giving personal info ! tijqsemw you can get a quote at 4 lenders with no personal info ! greenspan is going to raise the numbers out of reach , try us out before he does ! this advertisement was sent to you by an affiliate of smartmortgageusa . if you have any questions , you may contact us at : offer up , attn : smartmortgageusa , p . o . box 78361 , san francisco , ca 94107 - 8361 . if you wish to remove yourself from future smartmortgageusa mai",Phishing Email,yes,yes,"Unsolicited mortgage offer with vague claims, no verifiable sender, and suspicious formatting indicates phishing.",79
"re : meter 1550 per gas control , this will be down until the 18 th .",Safe Email,no,no,Generic outage notice; no links or requests for sensitive data.,60
"remember me , petersonftk 58480 from aol do you want to reflnance and save thousands ? you ' ve been secured a rate of 1 . 44 % . fill out our small online form , approval process will only take 1 minute . get the house and / or car you always wanted ! http : / / newquotes . net / 1 / doesn ' t suzanne like skiing among the trees ?",Phishing Email,yes,yes,Unsolicited refinance offer with a suspicious URL and a prompt to fill a form; typical phishing pattern.,85
"summer internship hello charlene , i am forwarding you a resume of a student from berkeley . we would like very much to have him as a summer intern with my group . please , let me know if your program can accommodate him . vince - - - - - - - - - - - - - - - - - - - - - - forwarded by vince j kaminski / hou / ect on 11 / 15 / 2000 07 : 44 am - - - - - - - - - - - - - - - - - - - - - - - - - - - ezequiel luis on 11 / 13 / 2000 04 : 23 : 23 pm to : vkamins @ enron . com cc : subject : summer inter",Safe Email,no,no,"It looks like a routine internship inquiry/forwarded resume; no suspicious links, credential requests, or urgent action.",65
empty,Phishing Email,no,yes,No content to analyze; cannot detect phishing indicators.,70
"""Hunt, Bryan"" stated the following:
> 
> you need to do a ""fdisk /mbr"" from a bootable windoze floppy
> alternatively boot from linux boot disk and do fdisk, delete all partitions.I need to ask a question concerning this issue.What if I don't want to get rid of the MBR -- it will destroy the OS
on that drive.  How do I remove lilo without the above fdisk
procedure?> -----Original Message-----
> From: jac1 [mailto:jac1@student.cs.ucc.ie]
> 
> i recently had to wipe linux from my pc but forgot to ",Safe Email,no,no,The content is a technical discussion about boot loaders and partition editing; no credential requests or suspicious links.,65
"csseMortgage companies make you wait...They Demand to Interview you...They Intimidate you... and All of That While They Decide If They Even Want to Do Business With You...We Turn the Tables on Them...
Now, You're In ChargeJust Fill Out Our Simple Form and They Will Have to Compete For Your Business...Click Here for the FormPrograms for EVERY Credit Situation
Lenders Reply within 24 hrs
Borrow up to 125% of Your Home's Value
Special Programs for Self-Employed
No Income Verification ProgramsClick ",Phishing Email,yes,yes,"It uses pressure language, asks you to click and fill a form, and promises easy loan terms with no income verification—typical phishing/scam indicators.",85
"dataroom following our monday meeting , bob hall had jeff gossett and stacey white coordinate with commercial teams on data that they have provided to date in the due diligence process . outside of these risk related reports , bob and his team have not provided reports or other documents to any of the potential suitors . a few others on bob hall ' s team have had meetings with various due diligence teams and have discussed processes and controls , but again have not provided documents . ( i do ,",Safe Email,no,no,"It describes an internal due diligence process, mentions a data room and coordination with teams; no obvious request for sensitive data or credentials, and no suspicious links.",60
"wccfl xiv last call for papers last call for papers west coast conference on formal linguistics ( wccfl ) xiv usc los angeles , march 10-12 , 1995 abstract submission : abstracts should be limited to two anonymous , 8 - 1 / 2 "" x 11 "" pages , with 1 "" margin , single-spaced , no smaller than 12 point font . the second page need not be limited to data or references . please send 12 copies of the abstract , plus a 3x5 index card with the following information : title of the paper name affiliation ",Safe Email,no,no,"This appears to be a legitimate historical CFP for WCCFL XIV (1995) with standard abstract submission rules; it does not request sensitive data, credentials, or payments.",85
schedule crawler : hourahead failure start date : 1 / 19 / 02 ; hourahead hour : 17 ; hourahead schedule download failed . manual intervention required . log messages : parsing file - - > > o : \ portland \ westdesk \ california scheduling \ iso final schedules \ 2002011917 . txt error : dbcaps 97 data : cannot perform this operation on a closed database ! ! ! unknown database . alias : dbcaps 97 data ! ! ! unknown database . alias : dbcaps 97 data ! ! ! unknown database . alias : dbcaps 97 data,Safe Email,no,no,"It appears to be a system-generated log or error message with internal file paths and database errors, not a phishing lure (no links or credential requests).",72
"award / winning notification de lotto , laan van hoornwijck 2289 dg rijswijk , den haag - the netherlands . international promotions prize / award department . award / winning notification we are pleased to inform you of the announcement today 7 th january 2005 of your selection as one of the five winners of the promotional de lotto held recently as part of our yearly lotto programmed . you have therefore been approved for a lump sum pay out of us $ 1 , 500 , 000 . 00 ( 0 ne million , fivehundre",Phishing Email,yes,yes,"The message promises a large cash prize from an unknown lottery with suspicious formatting and unverifiable sender, a classic phishing/scam lure.",92
"On Wednesday 24 July 2002 01:13 CET Theo Van Dinter wrote:
> On Tue, Jul 23, 2002 at 03:55:35PM -0700, Kevin Gagel wrote:
> > I'm thinking of following this advise too. Is there a good reason that
> > I should not upgrad to the 2.40 at this time?
>
> Unless you feel like doing some development, the answer is: it's not
> released and is considered ""use at your own risk"".   :)And maybe because there isn't an official 2.40 yet. It's 2.40-cvs and 
changes from day to day. Or, to cite the page [1]: """,Safe Email,no,no,The message discusses release status of software (2.40 CVS) and includes a benign warning about an unreleased build; no request for sensitive data or suspicious links present in the excerpt.,70
"At 1:52 PM -0400 8/13/02, Theo Van Dinter wrote:
>On Tue, Aug 13, 2002 at 11:58:03AM -0500, Justin Shore wrote:
>>  I'm assuming I need to strip the SpamAssassinReport.txt attachments
>>  from my spam mailbox before I run the mailbox through razor-report,
>>  correct?  Does anyone know of an easy way to do this?
>
>use ""spamassassin -r"".  It'll take a message, strip the SA bits, and
>report to razor, all in one shot. :)Ah...  You learn something new every day!  This would make things 
quite a bi",Safe Email,no,no,"Normal technical discussion about spam filtering; no credentials, links, or urgent actions requested.",85
"> Date: Mon, 30 Sep 2002 14:00:12 -0400 (EDT)
> From: Dayv Gastonguay 
>
> I just installed razor 2.152 on a FreeBSD 4.4-RELEASE box and having
> problems with razor-check.  Any time razor-check is run, (with or without
> arguments), i get this error:
>
> Can't use an undefined value as a symbol reference at
> /usr/local/lib/perl5/site_perl/5.005/i386-freebsd/Razor2/Client/Agent.pm
> line 756.
>
 Try installing the latest Perl (at least 5.6.1) port on Freebsd and make
sure you set the system to ",Safe Email,no,no,"It's a technical support-style message about a software error; no suspicious links, credential requests, or other phishing indicators.",75
"excel issues i believe i have asked before , but in case i missed you . . . if you or any of your traders get an error while working in excel about not being able to save , please capture a screen shot and e - mail it to me . i am currently working with microsoft to get this resolved , but they have requested a screen shot of the actual error message . much thanks , michael tully application support , portland ( 503 ) 464 - 7790 desk ( 503 ) 807 - 7862 michael . tully @ enron . com",Safe Email,no,no,"It reads as a plausible internal IT support request asking for an error screenshot; no credentials, links, or suspicious prompts.",70
"DetailsWant to refinance?Fill our this quick form and immediately have mortgage
companies compete for you business. You will be offered the, absolute, BEST refinance rates 
availible!Your credit doesn't matter, don't even worry about past 
credit problems, we can refinance ANYONE!Let Us Put Our Expertise to Work for You!http://210.51.251.244/al/cgi-bin/redir.cgi?goto=ID74210Or Site 2
http://61.129.81.99/al/cgi-bin/redir.cgi?goto=ID74215
Erase
http://210.51.251.244/al/uns/list.htm",Phishing Email,yes,yes,"The email promotes an urgent refinance offer, asks to fill a form, and contains multiple suspicious URLs including IP-based hosts and redirects—classic phishing.",85
"= ? utf - 8 ? q ? each tablets at 0 . 17 ? = = ? utf - 8 ? q ? $ per portion ? = have you at any time think how much an average human pays for his medication ? pain pills , medicine to meliorate the select of real life , weight trim back medication , and much more . i convey you the equal specific , the vegetative reading - the equal choice , the equal recipe at a very judicious monetary value . ensure this",Phishing Email,yes,yes,Unsolicited promo for medications with vague wording and odd encoding; typical lure to get you to click or reveal data.,85
"re : ( no subject ) thanks vince . vince j kaminski wrote : > blake , > > i forwarded the azure presentation to greg whalley recommending > that he takes a look at it . > > vince",Safe Email,no,no,No obvious phishing cues; contains a straightforward forwarding note about an Azure presentation with no links or urgent action requests.,60
"by sendmail ( 8 . 8 . 9 / 8 . 8 . 9 ) with smtp id qaa27101 for ionandr @ aifh . ed . ac . uk from : irms @ accubilling . com to : ionandr @ aifh . ed . ac . uk subject : free advertising for your business ! bcc : = 20 hi , just wanted to pass along some information about a new piece of software = i now call my "" secret weapon "" . it 's amazing ! listen to this . . . me and hundreds of others can now reach "" millions of potential = customers "" - absolutely free ! a lot of us are creating immedia",Phishing Email,yes,yes,Unsolicited promotional mail with dubious sender/domain and typical phishing-style language promising free advertising.,85
"management announcement as you are all aware , ebs has grown to be a significant part of enron . the ebs / blockbuster movies on - demand announcement this week , as merrill lynch put it ,  & confirms the tremendous inroads enron has made in the telecommunications business .  8 we expect this deal to be a springboard for enabling ebs to accomplish even greater things . because we believe that ebs is integral to enron  , s success , it is becoming increasingly important for greater interaction",Safe Email,no,no,"It's framed as an internal management announcement about business initiatives; it doesn't request sensitive data or direct actions like clicking links, though the text is oddly garbled.",65
"rachael are you looking for more ? give her something special this new year . give her something rock hard ! stick it right here . turn off notifications here . hd international exports ltd st . vernon # 8732 belize city , belize",Phishing Email,yes,yes,"Unsolicited promotional text with sexual innuendo and a dubious Belize address; mentions clicking actions like ""turn off notifications,"" typical of phishing/spam attempts.",65
"participate in our retail store review program delivered by : online services 9420 reseda blvd # 133 northridge , ca 91324",Phishing Email,yes,yes,"Vague message with no identifiable company branding or links; provides only an address, which could be used to lend legitimacy to a phishing attempt.",62
tynenol 3 with codeine legal and cheap ! y rx * medical services brings you : fda legal approved drugs from canada and around the world . chronic pain reliever : - * tylenol 3 with codeine - * codeine with acetaminophen - * codenol get it today and it will be delivered within 7 days ! don ' t miss your oportunity while it lasts . . . - - - - - - - forbid : http : / / mikrwk . practimus . com / remove /,Phishing Email,yes,yes,Promotes prescription drugs from overseas with an obfuscated link and urgent call to action—classic phishing/spam attempts.,82
"re : eog pronghorn location to aggressive . will get to i / c when people are avib . wil try but only can do so much earl chanley bob burleson 11 / 13 / 2000 11 : 49 am to : mike mccracken / et & s / enron @ enron cc : earl chanley / et & s / enron @ enron , darrell schoolcraft / et & s / enron @ enron , "" laura j . kunkel "" , perry frazier / et & s / enron @ enron , michelle lokay / et & s / enron @ enron , rich jolly / et & s / enron @ enron , arnie bailey / et & s / enron @ enron subject : re",Safe Email,no,no,It appears to be an internal Enron email with enron@enron addresses; no suspicious links or requests for sensitive data.,70
start date : 1 / 30 / 02 ; hourahead hour : 2 ; start date : 1 / 30 / 02 ; hourahead hour : 2 ; no ancillary schedules awarded . no variances detected . log messages : parsing file - - > > o : \ portland \ westdesk \ california scheduling \ iso final schedules \ 2002013002 . txt,Safe Email,no,no,"It looks like a scheduling/log file excerpt without credential requests, links, or urgency typical of phishing.",60
submit 600 this is not spam ; you are receiving this message because you are a member of a safemail list . if you do not wish to be a part of this listclick here - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - if you want your site to be found submit 600 is definitely for you your web site is of little use unless it can be found by those who might be interested in it . submit your web site to up to 600 different se,Phishing Email,no,yes,"It appears to be unsolicited marketing spam with generic content and a dubious ""click here"" element; no clear attempt to steal credentials or impersonate a trusted sender.",60
"get meds sent discretely directly to you hi , grade a offshore prescriptions express shipped directly to your residence . ciaiis , vlagra , valium many more available . save up to 70 % . worldwide deliveries in discreet packaging . no prior script required . you can purchase at :",Phishing Email,yes,yes,"It promotes offshore prescription meds with no prescription, vague URL, and discounting—classic phishing/scam indicators.",85
"re : thu , 06 may 2004 04 : 17 : 35 - 0500 the first gove . rnment mo ' rtgage program . under a new bill , we have aspecial budget to help you and your family . a lot of privileges available . only 500 spots open left apply here orekexycd lbxqprpl qczgmgo . aigqykkq eppyplt rjxtarbbw dbwel adfttphh hofgz rslku , xcfdln urjifs , lqfolclb wbluji agbohyq ypdqzhlb xqgjzz zpfsbecdz aerrwzu aocgwbqhf shjwsamm - enxwyy aldydwr - wqjgshtwp pnggdkf msyjvmd - wqajjz qbmjnhm bhhcxhzb mfyfqqpq mqmwrdi bfho",Phishing Email,yes,yes,"The message pushes an unsolicited, urgent mortgage offer with limited spots, uses garbled text and obfuscated links—classic phishing indicators.",92
"the greatest is love dear friend , as you read this , i don ' t want you to feel sorry for me , because , i believe everyone will die someday . my name is umaru aliyu , a merchant in dubai , in the u . a . e . i have been diagnosed with esophageal cancer caring for my health . it has defiled all forms of medicine , and right now i have only about a few months to live , according to medical experts . i have not particularly lived my life so well , as i never really cared for anyone not even mysel",Phishing Email,yes,yes,"The email uses a manipulative sob story from an unknown sender to trigger sympathy and request money or information, a common phishing scam pattern with unverifiable identity.",85
"Problem with spamtrap
/home/yyyy/lib/spamtrap.sh: /home/yyyy/ftp/spamassassin/spamassassin: No such file or directory",Safe Email,no,no,A system log-style error about missing files; no phishing cues or credential prompts.,78
"Do you owe money? Is it getting troublesome keeping track
of all those bills and whom you owe how much and when? Would
it not be easier if you could just make 1 monthly payment
instead of several? We can help!  If your debts are $4,000 US or more and you are a United
States citizen, you can consolidate your debt into just one
easy payment! You do not have to own a home, nor do you need
to take out a loan. Credit checks are not required!  To receive more information regarding our services, please",Phishing Email,yes,yes,Unsolicited debt-relief pitch with no verifiable company details and claims of easy approval/no credit checks—classic phishing/scam pattern.,78
congratulations - well deserved .,Safe Email,no,no,"Too generic; contains no request for credentials, links, or urgent action.",70
"Uh, WWII Enigma was cracked at Bletchly Park, based on the work of some 
Poles, who had been trying to figure out when they would be invaded.   
Entirely mechanical!   Definitely not optical at all.    Enigma was 
originally broken based on bad use practice.  If it had been employed more 
sensibly it would have been a lot harder.See ""The Code Book"" by Singh, Doubleday, 1999.     Or, for that matter, 
""Cryptonomicon"" by Stephenson, which is a fictionalization of the Enigma 
cracking story, and pr",Safe Email,no,no,"It is informational about historical Enigma cracking, with no request for credentials or links.",78
"Something EVERY business needs, a Merchant Account!A Merchant Account is the hardware and software which
gives you the ability to allow customers to pay using
any credit card such as Visa, Master Card, American
Express, Discover etc., and other forms of payment such
as e-Checks, Debit Cards and secure Internet based
payment.We offer several different packages, any of which can
be custom tailored to your needs. Services are currently
provided to the United States and Canada.To make a purchase or ",Phishing Email,no,yes,It's promotional marketing text about merchant accounts; no explicit request for sensitive data or malicious links in the snippet.,60
she looks good click here to be removed,Phishing Email,yes,yes,"Contains a vague prompt ""click here"" with no clear sender or legitimate unsubscribe context, typical phishing lure.",68
"the effectiveness of consumption will aprove you everything julia bittorf ridergblaze awak autogreet cfvu hendersons s & l q 2 bombermans blb why not visit us and find out what your missing ? http : / / s . net . betterrxinfo . com / ? 50 px 6 speed rx meds refill . no payment for professional rx "" there is too an alice kapipelean and i have proof right here ! "" shouts the nun . st . peter takes the news article and read it . "" oh my , sister . you have misread this article . this article says t",Phishing Email,yes,yes,"Contains unsolicited medical offer with an obfuscated URL and random, coerced language typical of phishing attempts.",85
"Tired of Mounting Credit Card Debt?
Frustrated by Creditor Harrassment?
Bogged down by Medical Expenses?
Just Plain Tired of the Financial Insanity?By filling out the simple form below you can,Reduce your debts by up to 60%!
Reduce or Eliminate Interest!
Preserve or Rebuild your Credit
Stop the Harrassing Phone Calls!Follow the link below to fill out the short and easy form today!!
http://61.129.68.19/user0205/index.asp?Afft=DP09
It's a free quote and only take a couple of seconds!!Please know t",Phishing Email,yes,yes,Unsolicited debt-relief pitch with a link to an IP-based URL; suspicious hosting and generic language typical of phishing attempting to steal personal data.,92
"----- Original Message -----
From: ""R. A. Hettinga"" >
> Seriously. Look at he life expectancy and human carrying capacity of
> this continent before the Europeans got here. Look at it now. Even
> for descendants of the original inhabitants. Even for the descendents
> of slaves, who were brought here by force.
I wouldn't say that the societies of humans here before European occupancy
was 'lifted' by free xyz. Perhaps 'replaced' or 'sunk' or some other
description, but not 'lifted'. Also, the life",Safe Email,no,no,"The snippet shows a normal historical discussion with no requests for personal data, urgent action, or suspicious links.",80
"granada workshop adapting lexical and corpus resources to sublanguages and applications a workshop to be held at the first international conference on language resources and evaluation granada , spain , 26 may 1998 the workshop will provide a forum for those researchers involved in the development of methods to integrate corpora and mrds , with the aim of adding adaptive capabilities to existing linguistic resources . organisers : roberto basili ( university of roma "" tor vergata "" ) , roberta c",Safe Email,no,no,It resembles a legitimate academic conference/workshop notice; there are no requests for sensitive data or suspicious links.,75
"re : saxet canales meter 980437 for august , 2000 sorry about that , i had some tech difficulty with the first version and the subject line , which was pertinent , was not included . mary - good catch carlos",Safe Email,no,no,"No obvious phishing indicators; no links or requests for sensitive data; appears to be an internal, mundane reply.",70
"today ' s discussion anjam , thanks for organising this - and vince thanks for making yourself available for the discussion . i am working for joe gold and my group is concerned with adding the web as an additional sales and communication channel for our european business units . through the web we are also able to convey a more local image , rather than presenting ourselves as a texan company through enron . com . to set you into perspective about what we have in mind i have attached a brief pr",Safe Email,yes,no,Mentions an attachment in an unsolicited-looking message with vague context and dubious references to a real company to coax opening a file.,68
"http://www.editorandpublisher.com/editorandpublisher/features_columns/articl
e_display.jsp?vnu_content_id=1570036(or http://makeashorterlink.com/?A1D525B61 if that URL wrapped)rOD.
--
""If I was a front porch swing, would you let me hang?
 If I was a dancefloor, would you shake your thang?
 If I was a rubber check, would you let me bounce
 Up and down inside your bank account?"">> Doing the blogging thang again at http://www.groovymother.com/ <<-----------------------------------------------------",Safe Email,yes,no,"Contains suspicious, obfuscated/multiple URLs (including a shortened link) and ambiguous content, typical phishing bait.",70
"intrepid investor report sorensen , iogn - get in now - will explode in next 2 weeks - this stock is undiscovered stock gem get in iogn now ! huge news - istorage networks , inc . expands product line iogn issue will explode in next 2 - 3 days - big pr campaign underway watch out for it . jump on board it will explode on monday . . stock expected to soar - read news at the end of this profile . it will explode ! ! speculative target price in 1 - 2 days : $ 0 . 37 - 0 . 39 speculative target pric",Phishing Email,yes,yes,"The email uses unsolicited, hype-driven stock-pump language to urge immediate buy-in, characteristic of financial scam/phishing attempts.",78
41 . npe . girth ? really lay the pipe to the next chick you screw . . . http : / / cowboy . emarkdinbs . com / vp 5 no more of this sort of material . honoured in 24 - 48 hours . http : / / hormone . amilsdcx . com / a . html ambiguous pornography allemand crack warhead abysmal gallagher wouldn ' t tensile wellbeing nectarine clockwise ben addressee haiti rc,Phishing Email,yes,yes,"Contains obfuscated links to unknown domains, unsolicited sexual content, and vague incentives—typical phishing/spam.",92
"expand your penis 20 % larger in weeks penis enhancement patch , doctor approved and recommended . http : / / www . siratu . com / ss / but i  m not so think as you drunk i am . the humble suffer when the mighty disagree . he that plants trees loves others beside himself . nothing emboldens sin so much as mercy . books may well be the only true magic .",Phishing Email,yes,yes,"It contains a suspicious link, sensational sexual claims, and unusual language consistent with phishing/spam attempts.",85
"caiso notification - scheduled work on si has been rescheduled to 8 / 29 / 01 - si server unavailable 8 / 29 / 01 * * the scheduled work on si server on 8 / 28 / 01 has been re - scheduled to 8 / 29 / 01 * * * * urgent notification : si server will be unavailable , wednesday , august 29 , 2001 ( 14 : 20 to 14 : 55 pdt ) to perform a fallback to our backup si server in alhambra . please submit all hour ahead schedules for august 29 th he , 1800 and 1900 and supplemental energy schedules for , 170",Safe Email,yes,no,"The message is garbled, references an old date (2001), uses urgent, ambiguous server outage language, and asks for scheduling info via email—red flags for phishing.",75
"hpl noms - dec . 30 - 31 , 2000 and jan . 1 - 2 , 2001 ( see attached file : hplnl 230 . xls ) ( see attached file : hplnol 01 . xls ) - hplnl 230 . xls - hplnol 01 . xls",Safe Email,yes,no,"The message prompts opening attached Excel files with no context or sender, a common phishing tactic; vague dates and unusual formatting raise suspicion.",72
"the economy is a lot better now hello , we sent you an email a while ago , because you now qualify for a new mortgage . you could get $ 300 , 000 for as little as $ 600 a month ! bad credit is no problem , you can pull cash out or refinance . please click on this link for free consultation by a mortgage broker : start saving here best regards , lance hutchins for email removal , go here . http : / / morgagerightnow . com / st . html",Phishing Email,yes,yes,"Unsolicited mortgage offer with a suspicious obfuscated link urging you to click; typical phishing signs (urgency, vague sender, potential fraudulent site).",92
"Free Info!
FREE
The
            Insider Stock Market Report
$2400 Value
Get
            the latest competitive intelligence, insider knowledge and
            deal-sourcing contacts to stay ahead & succeed in this
            supercharged market!
Free
                  3 month subscriptionSubscribed
            to by over 200 investment bankers, venture capitalists, fund
            managers, deal-makers and public company CEO & CFOï¿½sworld
                market overviews and updates
""first
  ",Phishing Email,yes,yes,"Suspicious promotional email with hype about ""insider"" stock info and vague sender; uses a free offer to lure recipients, a common phishing/spam tactic.",72
"evolvable hardware and gp paper now available in post script . . . "" rapidly reconfigurable field-programmable gate arrays for accelerating fitness evaluation in genetic programming "" a late-breaking papers from gp-97 conference . abstract : the dominant component of the computational burden of solving non-trivial problems with evolutionary algorithms is the task of measuring the fitness of each individual in each generation of the evolving population . the advent of rapidly reconfigurable field",Safe Email,no,no,"It resembles a legitimate academic announcement about a GP-97 paper; no urgent requests, sensitive data asks, or suspicious links appear.",72
"URL: http://www.newsisfree.com/click/-2,8435176,1440/
Date: Not suppliedThe reaction that forms the potential carcinogen acrylamide in baked foods is 
revealed, suggesting ways of reducing levels",Safe Email,yes,no,"The message includes a suspicious tracking URL with ""click"" in the path, lacks date/sender context, and uses a sensational health topic to prompt clicking.",60
"Hot Tawnee the Internet Sensation is ready to bare all for 
you.Looking at those firm tits and creamy soft 
thighs you can't help but get an instant erection. Now Tawnee's Sister 
Tori joined in. Both are sweet little honeys that love to show you what a good 
time is all about!
Click here To Visit TawneeStone.com 
          where you will see both posing for you in many erotic ways
Â THIS 
        EMAIL WAS NOT SENT UNSOLICITED. YOU HAVE SUBSCRIBED TO RECEIVE OUR MAILING. 
        IF YOU WISH TO",Phishing Email,no,yes,"It's promotional spam advertising a porn site; it doesn't request credentials or impersonate a trusted institution, though it includes a suspicious link.",65
"corrigendum mirth mythology emery lockstep caleb baboon alkane perceive lifeguard contractual cyrillic library wrigley calendar alkaline vortices alibi michele hi michel , are you up for the challenge ? cialis or viagra who will be the winner ? salute , - adam west cool tuberculin inauspicious incommensurate ameslan terrain buckwheat wreck whitehall backlog scarecrow orgasm toy postmen nell storyteller barrow juror intricacy nippon jingle linkage derail monkish saute insufferable suffuse berlitz",Phishing Email,yes,yes,"Contains unsolicited drug ads (Cialis/Viagra) and incoherent text with a suspicious signature, typical of phishing spam.",85
"DEAR HOMEOWNER,main {  font-family: Verdana, Arial, Helvetica, sans-serif; font-size: 12px; color: #212121}
footer {  font-family: Verdana, Arial, Helvetica, sans-serif; font-size: 10px; color: #000000}
A:link {text-decoration: none; color: #ED1C24}
A:visited {text-decoration: none; color: #ED1C24}
A:active {text-decoration: none; color: #F7941D}
A:hover {text-decoration: none; color: #000000}
A.yellow:link {text-decoration: none; color: #FFFFFF}
A.yellow:visited {text-decoration: none; color: #",Phishing Email,no,yes,"Contains only CSS styling and a generic greeting; no urgent action, credentials, or suspicious links.",72
"nels dates , at last ! we are pleased to announce the date for nels 1995 , to be hosted jointly by harvard university and mit . the conference will be held from october 27-30 in locations on both campuses . in addition to the usual weekend talks , there will be monday workshops on indo - european and language processing . thanks to all those who sent us their scheduling plans for conferences next fall . we did our best to minimize conflicts . the bu conference on language acquisition will be hel",Safe Email,no,no,"It's a standard conference notice listing dates and host institutions; no links, no credential requests, or urgent prompts.",70
schedule crawler : hourahead failure start date : 1 / 21 / 02 ; hourahead hour : 21 ; hourahead schedule download failed . manual intervention required . log messages : parsing file - - > > o : \ portland \ westdesk \ california scheduling \ iso final schedules \ 2002012121 . txt error : dbcaps 97 data : cannot perform this operation on a closed database ! ! ! unknown database . alias : dbcaps 97 data ! ! ! unknown database . alias : dbcaps 97 data ! ! ! unknown database . alias : dbcaps 97 data,Safe Email,no,no,It's a technical log/alert containing internal file paths and database errors; no credential or link request; appears to be an IT notification rather than phishing.,75
"hil phonology 4 second and final call for papers : hil / leiden university will host the 4th hil phonology conference , hilp 4 , from 28-30 january , 1999 . call for papers abstracts are invited in all areas of phonology , and particularly on the conference theme : "" how phonetic is phonology ? "" - to what extent can phonology be derived from phonetics ? - where does phonology stop and phonetics begin ? - how concrete is phonology ? besides the main conference , there will be three workshops . w",Safe Email,no,no,It appears to be a standard academic conference call for papers with no requests for sensitive information or payment.,85
"creditfixThank You,Your email address was obtained from a purchased 
list, Reference # 1580-17600.Â Â If you wish to unsubscribe from this list, please 
Click here and enter your 
name into the remove box. If you have previously 
unsubscribed and are still receiving this message, you may email our 
Abuse Control Center, 
or call 1-888-763-2497, or write us at: NoSpam, 6484 Coral Way, 
Miami, FL, 33155"".
Â© 2002 Web Credit Inc. All Rights Reserved.",Phishing Email,yes,yes,This appears to be spam from a purchased list with suspicious formatting and an unsolicited unsubscribe link.,85
"Matt Kettler said:
> Ok, first, the important stuff. Happy birthday Justin (a lil late, but
> oh well)cheers!> a 13% miss ratio on the spam corpus at 5.0 seems awfully high, although 
> that nice low FP percentage is quite nice, as is the narrow-in of average 
> FP/FN scores compared to 2.40.As Dan said -- it's a hard corpus, made harder without the spamtrap data.Also -- and this is an important point -- those measurements can't be
directly compared, because I changed the methodology.  In 2.40 t",Safe Email,no,no,"It's a harmless internal discussion about spam metrics, with a birthday greeting and no requests for sensitive data or actions.",85
"buy your medicines from us , viagra , xanax and more . no doctor visit needed . remove . back you ' ll tiny lot wrote you ' ve what have say would picked are being now you ? good then postpone to mom . once . thing loved lost you ' d so it i ' ve changed weeks . these can ' t really that in never into time wants it ' s",Phishing Email,yes,yes,"The text promotes drug sales (viagra/xanax) with no doctor visit, plus garbled content—typical of phishing/spam.",78
"rendez - vous reporter : tuesday 5 th september 2000 > tuesday 5 th september 2000 > > the monte carlo rendez - vous reporter from reactions , in association with > guy carpenter [ http : / / www . guycarp . com ] . simply click on the link next to > each headline to read the full story . > > top stories of the day : > > back to basics for employers re > http : / / www . reactionsnet . com / conferences / viewstory . asp ? id = 675 > > deconstructing the nature of risk > http : / / www . reactio",Safe Email,yes,no,Unsolicited email with multiple external links and odd formatting; prompts clicking to read stories.,70
"hiv viruses ? check this site out . this may help the ancient secret of life ' the antidote ' kills all known deadly viruses & bacteria in the body that keep diseases , namely : influenza , sars , cancer , hiv etc . etc . active . a disease must be made dormant to stop infection . ' the antidote ' is the answer . free shipping & 30 - day money back guarantee we are the only company in the world who have developed and enhanced this product for sale . click here for more info bacilli nurse zeus in",Phishing Email,yes,yes,"It promotes unverified miracle cures, uses sensational language, and asks to click a link with dubious product claims—typical phishing/scam.",85
"young amateur slut so cute of wohm do i have the honour ? : ) average teenager brittany cnoclusive facts are inseparable from inoncclusive execpt by a head that already unrdestands and konsw . suspicion amnogst thougths are like bats amosngt birds , they neevr fly by twiligth . happy is he who has laid up in his youth , and held fast in all fortune , a genuine and passionate love for reading . djusk ' a 24 g 2 t te be la puorisvehbash",Phishing Email,no,yes,"Lacks phishing cues (no links, urgency, or credential requests); text is incoherent and contains inappropriate sexual content involving a minor.",65
