Email Text,Email Type,Phishing,Ground Truth,Reasoning,Confidence
"re : eog pronghorn location to aggressive . will get to i / c when people are avib . wil try but only can do so much earl chanley bob burleson 11 / 13 / 2000 11 : 49 am to : mike mccracken / et & s / enron @ enron cc : earl chanley / et & s / enron @ enron , darrell schoolcraft / et & s / enron @ enron , "" laura j . kunkel "" , perry frazier / et & s / enron @ enron , michelle lokay / et & s / enron @ enron , rich jolly / et & s / enron @ enron , arnie bailey / et & s / enron @ enron subject : re",Safe Email,no,no,"This appears to be a genuine internal Enron business email from 2000, lacking typical phishing indicators like requests for personal data, suspicious links, or urgent threats.",95
start date : 1 / 30 / 02 ; hourahead hour : 2 ; start date : 1 / 30 / 02 ; hourahead hour : 2 ; no ancillary schedules awarded . no variances detected . log messages : parsing file - - > > o : \ portland \ westdesk \ california scheduling \ iso final schedules \ 2002013002 . txt,Safe Email,no,no,"The content appears to be a system log or automated notification, lacking common phishing indicators like suspicious links, requests for personal info, or urgent/threatening language.",95
submit 600 this is not spam ; you are receiving this message because you are a member of a safemail list . if you do not wish to be a part of this listclick here - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - if you want your site to be found submit 600 is definitely for you your web site is of little use unless it can be found by those who might be interested in it . submit your web site to up to 600 different se,Phishing Email,yes,yes,"Unsolicited email using deceptive language (""not spam"", ""safemail list"") and a generic ""click here"" link, common tactics in phishing to trick users into interaction or confirming an active email for further abuse.",85
"get meds sent discretely directly to you hi , grade a offshore prescriptions express shipped directly to your residence . ciaiis , vlagra , valium many more available . save up to 70 % . worldwide deliveries in discreet packaging . no prior script required . you can purchase at :",Phishing Email,yes,yes,"The email deceptively offers prescription drugs without a required script, uses misspelled drug names, and aims to defraud recipients or sell dangerous counterfeit products, which are hallmarks of phishing/scam attempts.",95
"re : thu , 06 may 2004 04 : 17 : 35 - 0500 the first gove . rnment mo ' rtgage program . under a new bill , we have aspecial budget to help you and your family . a lot of privileges available . only 500 spots open left apply here orekexycd lbxqprpl qczgmgo . aigqykkq eppyplt rjxtarbbw dbwel adfttphh hofgz rslku , xcfdln urjifs , lqfolclb wbluji agbohyq ypdqzhlb xqgjzz zpfsbecdz aerrwzu aocgwbqhf shjwsamm - enxwyy aldydwr - wqjgshtwp pnggdkf msyjvmd - wqajjz qbmjnhm bhhcxhzb mfyfqqpq mqmwrdi bfho",Phishing Email,yes,yes,"Contains typos, urgency, a generic financial offer, and a long string of random characters after ""apply here"" typical of phishing attempts to obscure links or evade filters.",100
"the greatest is love dear friend , as you read this , i don ' t want you to feel sorry for me , because , i believe everyone will die someday . my name is umaru aliyu , a merchant in dubai , in the u . a . e . i have been diagnosed with esophageal cancer caring for my health . it has defiled all forms of medicine , and right now i have only about a few months to live , according to medical experts . i have not particularly lived my life so well , as i never really cared for anyone not even mysel",Phishing Email,yes,yes,"Classic ""dying wealthy person"" scam to elicit empathy and set up a request for money or personal information.",100
"Problem with spamtrap
/home/yyyy/lib/spamtrap.sh: /home/yyyy/ftp/spamassassin/spamassassin: No such file or directory",Safe Email,no,no,"This appears to be a system error message, not soliciting information or containing malicious links.",95
"Do you owe money? Is it getting troublesome keeping track
of all those bills and whom you owe how much and when? Would
it not be easier if you could just make 1 monthly payment
instead of several? We can help!  If your debts are $4,000 US or more and you are a United
States citizen, you can consolidate your debt into just one
easy payment! You do not have to own a home, nor do you need
to take out a loan. Credit checks are not required!  To receive more information regarding our services, please",Phishing Email,yes,yes,"Offers unrealistic financial terms (no credit checks, no loan needed for debt consolidation) common in predatory scams.",90
congratulations - well deserved .,Safe Email,no,no,"Generic positive message, no suspicious links, requests, or urgency.",90
"Uh, WWII Enigma was cracked at Bletchly Park, based on the work of some 
Poles, who had been trying to figure out when they would be invaded.   
Entirely mechanical!   Definitely not optical at all.    Enigma was 
originally broken based on bad use practice.  If it had been employed more 
sensibly it would have been a lot harder.See ""The Code Book"" by Singh, Doubleday, 1999.     Or, for that matter, 
""Cryptonomicon"" by Stephenson, which is a fictionalization of the Enigma 
cracking story, and pr",Safe Email,no,no,"The email content is purely informational, discussing historical facts about the Enigma machine and recommending books. It contains no links, requests for information, or other typical phishing indicators.",100
"Something EVERY business needs, a Merchant Account!A Merchant Account is the hardware and software which
gives you the ability to allow customers to pay using
any credit card such as Visa, Master Card, American
Express, Discover etc., and other forms of payment such
as e-Checks, Debit Cards and secure Internet based
payment.We offer several different packages, any of which can
be custom tailored to your needs. Services are currently
provided to the United States and Canada.To make a purchase or ",Phishing Email,no,yes,"The email is an unsolicited commercial offer for a business service, not displaying typical phishing characteristics like impersonation, requests for sensitive data, or suspicious links in the provided text. It appears to be spam.",90
she looks good click here to be removed,Phishing Email,yes,yes,"Vague content paired with an unsolicited ""unsubscribe"" link is a common tactic to trick users into clicking a malicious link, potentially leading to malware or confirming an active email for further attacks.",95
"the effectiveness of consumption will aprove you everything julia bittorf ridergblaze awak autogreet cfvu hendersons s & l q 2 bombermans blb why not visit us and find out what your missing ? http : / / s . net . betterrxinfo . com / ? 50 px 6 speed rx meds refill . no payment for professional rx "" there is too an alice kapipelean and i have proof right here ! "" shouts the nun . st . peter takes the news article and read it . "" oh my , sister . you have misread this article . this article says t",Phishing Email,yes,yes,"Contains nonsensical text, grammar errors, an offer of ""no payment for professional rx"", and a highly suspicious URL (s.net.betterrxinfo.com) with an irrelevant, keyword-stuffed path.",100
"Tired of Mounting Credit Card Debt?
Frustrated by Creditor Harrassment?
Bogged down by Medical Expenses?
Just Plain Tired of the Financial Insanity?By filling out the simple form below you can,Reduce your debts by up to 60%!
Reduce or Eliminate Interest!
Preserve or Rebuild your Credit
Stop the Harrassing Phone Calls!Follow the link below to fill out the short and easy form today!!
http://61.129.68.19/user0205/index.asp?Afft=DP09
It's a free quote and only take a couple of seconds!!Please know t",Phishing Email,yes,yes,"The link uses an IP address instead of a domain, which is a common phishing tactic, and makes unrealistic debt reduction promises.",100
"----- Original Message -----
From: ""R. A. Hettinga"" >
> Seriously. Look at he life expectancy and human carrying capacity of
> this continent before the Europeans got here. Look at it now. Even
> for descendants of the original inhabitants. Even for the descendents
> of slaves, who were brought here by force.
I wouldn't say that the societies of humans here before European occupancy
was 'lifted' by free xyz. Perhaps 'replaced' or 'sunk' or some other
description, but not 'lifted'. Also, the life",Safe Email,no,no,"Content is a discussion of historical and social topics, not attempting to solicit information or lead to malicious sites.",100
"granada workshop adapting lexical and corpus resources to sublanguages and applications a workshop to be held at the first international conference on language resources and evaluation granada , spain , 26 may 1998 the workshop will provide a forum for those researchers involved in the development of methods to integrate corpora and mrds , with the aim of adding adaptive capabilities to existing linguistic resources . organisers : roberto basili ( university of roma "" tor vergata "" ) , roberta c",Safe Email,no,no,"Content is an old academic workshop announcement, not requesting sensitive information or containing suspicious elements.",90
"re : saxet canales meter 980437 for august , 2000 sorry about that , i had some tech difficulty with the first version and the subject line , which was pertinent , was not included . mary - good catch carlos",Safe Email,no,no,"The email is a follow-up explaining a prior technical issue and uses specific references (meter number, date) and names, indicating a normal conversation. It lacks common phishing indicators like urgent requests, malicious links, or demands for sensitive information.",95
"today ' s discussion anjam , thanks for organising this - and vince thanks for making yourself available for the discussion . i am working for joe gold and my group is concerned with adding the web as an additional sales and communication channel for our european business units . through the web we are also able to convey a more local image , rather than presenting ourselves as a texan company through enron . com . to set you into perspective about what we have in mind i have attached a brief pr",Safe Email,yes,no,"Refers to ""enron.com"" as a current business domain, which is highly suspicious, and mentions an attachment.",95
"http://www.editorandpublisher.com/editorandpublisher/features_columns/articl
e_display.jsp?vnu_content_id=1570036(or http://makeashorterlink.com/?A1D525B61 if that URL wrapped)rOD.
--
""If I was a front porch swing, would you let me hang?
 If I was a dancefloor, would you shake your thang?
 If I was a rubber check, would you let me bounce
 Up and down inside your bank account?"">> Doing the blogging thang again at http://www.groovymother.com/ <<-----------------------------------------------------",Safe Email,no,no,"The email content consists of URLs to a legitimate media site and a personal blog, along with a casual quote. There is no request for sensitive information, no impersonation, and no urgency typically associated with phishing attempts.",90
"intrepid investor report sorensen , iogn - get in now - will explode in next 2 weeks - this stock is undiscovered stock gem get in iogn now ! huge news - istorage networks , inc . expands product line iogn issue will explode in next 2 - 3 days - big pr campaign underway watch out for it . jump on board it will explode on monday . . stock expected to soar - read news at the end of this profile . it will explode ! ! speculative target price in 1 - 2 days : $ 0 . 37 - 0 . 39 speculative target pric",Phishing Email,yes,yes,It is a pump-and-dump stock scam attempting to defraud the recipient through deceptive financial advice.,90
41 . npe . girth ? really lay the pipe to the next chick you screw . . . http : / / cowboy . emarkdinbs . com / vp 5 no more of this sort of material . honoured in 24 - 48 hours . http : / / hormone . amilsdcx . com / a . html ambiguous pornography allemand crack warhead abysmal gallagher wouldn ' t tensile wellbeing nectarine clockwise ben addressee haiti rc,Phishing Email,yes,yes,"Contains unsolicited vulgar content, suspicious URLs, and random text common in spam/phishing attempts.",95
"expand your penis 20 % larger in weeks penis enhancement patch , doctor approved and recommended . http : / / www . siratu . com / ss / but i  m not so think as you drunk i am . the humble suffer when the mighty disagree . he that plants trees loves others beside himself . nothing emboldens sin so much as mercy . books may well be the only true magic .",Phishing Email,yes,yes,"Unrealistic claims, deceptive language (""doctor approved""), and a suspicious link are hallmarks of a scam designed to defraud or install malware.",100
"caiso notification - scheduled work on si has been rescheduled to 8 / 29 / 01 - si server unavailable 8 / 29 / 01 * * the scheduled work on si server on 8 / 28 / 01 has been re - scheduled to 8 / 29 / 01 * * * * urgent notification : si server will be unavailable , wednesday , august 29 , 2001 ( 14 : 20 to 14 : 55 pdt ) to perform a fallback to our backup si server in alhambra . please submit all hour ahead schedules for august 29 th he , 1800 and 1900 and supplemental energy schedules for , 170",Safe Email,no,no,"Content is an operational notification about a past event, not requesting credentials or containing suspicious links.",90
"hpl noms - dec . 30 - 31 , 2000 and jan . 1 - 2 , 2001 ( see attached file : hplnl 230 . xls ) ( see attached file : hplnol 01 . xls ) - hplnl 230 . xls - hplnol 01 . xls",Safe Email,yes,no,"Directs the recipient to open .xls attachments, a common vector for malware delivery in phishing attempts.",90
"the economy is a lot better now hello , we sent you an email a while ago , because you now qualify for a new mortgage . you could get $ 300 , 000 for as little as $ 600 a month ! bad credit is no problem , you can pull cash out or refinance . please click on this link for free consultation by a mortgage broker : start saving here best regards , lance hutchins for email removal , go here . http : / / morgagerightnow . com / st . html",Phishing Email,yes,yes,"Too-good-to-be-true offer, generic sender, and a clear typo in the domain name (`morgagerightnow.com` instead of `mortgagerightnow.com`).",95
"Free Info!
FREE
The
            Insider Stock Market Report
$2400 Value
Get
            the latest competitive intelligence, insider knowledge and
            deal-sourcing contacts to stay ahead & succeed in this
            supercharged market!
Free
                  3 month subscriptionSubscribed
            to by over 200 investment bankers, venture capitalists, fund
            managers, deal-makers and public company CEO & CFOï¿½sworld
                market overviews and updates
""first
  ",Phishing Email,no,yes,"The email is promotional content offering a free subscription to a stock market report. It does not ask for sensitive information, impersonate an entity, or contain obvious malicious links in the provided text.",85
"evolvable hardware and gp paper now available in post script . . . "" rapidly reconfigurable field-programmable gate arrays for accelerating fitness evaluation in genetic programming "" a late-breaking papers from gp-97 conference . abstract : the dominant component of the computational burden of solving non-trivial problems with evolutionary algorithms is the task of measuring the fitness of each individual in each generation of the evolving population . the advent of rapidly reconfigurable field",Safe Email,no,no,"The content is an academic paper abstract, lacking typical phishing indicators like requests for personal information, suspicious links, or an urgent/threatening tone.",90
"URL: http://www.newsisfree.com/click/-2,8435176,1440/
Date: Not suppliedThe reaction that forms the potential carcinogen acrylamide in baked foods is 
revealed, suggesting ways of reducing levels",Safe Email,no,no,"The email content is a legitimate-looking news headline with a link to a news aggregation site (newsisfree.com). It does not request personal information, create urgency, or impersonate a trusted entity.",90
"Hot Tawnee the Internet Sensation is ready to bare all for 
you.Looking at those firm tits and creamy soft 
thighs you can't help but get an instant erection. Now Tawnee's Sister 
Tori joined in. Both are sweet little honeys that love to show you what a good 
time is all about!
Click here To Visit TawneeStone.com 
          where you will see both posing for you in many erotic ways
Â THIS 
        EMAIL WAS NOT SENT UNSOLICITED. YOU HAVE SUBSCRIBED TO RECEIVE OUR MAILING. 
        IF YOU WISH TO",Phishing Email,yes,yes,"Unsolicited, sexually explicit content used as bait for a link that could lead to scams or malware.",95
"corrigendum mirth mythology emery lockstep caleb baboon alkane perceive lifeguard contractual cyrillic library wrigley calendar alkaline vortices alibi michele hi michel , are you up for the challenge ? cialis or viagra who will be the winner ? salute , - adam west cool tuberculin inauspicious incommensurate ameslan terrain buckwheat wreck whitehall backlog scarecrow orgasm toy postmen nell storyteller barrow juror intricacy nippon jingle linkage derail monkish saute insufferable suffuse berlitz",Phishing Email,yes,yes,Promotes illegal pharmaceuticals (Cialis/Viagra) using common spam techniques like word salad.,100
"DEAR HOMEOWNER,main {  font-family: Verdana, Arial, Helvetica, sans-serif; font-size: 12px; color: #212121}
footer {  font-family: Verdana, Arial, Helvetica, sans-serif; font-size: 10px; color: #000000}
A:link {text-decoration: none; color: #ED1C24}
A:visited {text-decoration: none; color: #ED1C24}
A:active {text-decoration: none; color: #F7941D}
A:hover {text-decoration: none; color: #000000}
A.yellow:link {text-decoration: none; color: #FFFFFF}
A.yellow:visited {text-decoration: none; color: #",Phishing Email,no,yes,"The content is CSS code, not a deceptive message or a request for sensitive information.",95
"nels dates , at last ! we are pleased to announce the date for nels 1995 , to be hosted jointly by harvard university and mit . the conference will be held from october 27-30 in locations on both campuses . in addition to the usual weekend talks , there will be monday workshops on indo - european and language processing . thanks to all those who sent us their scheduling plans for conferences next fall . we did our best to minimize conflicts . the bu conference on language acquisition will be hel",Safe Email,no,no,"The email is an old conference announcement with no suspicious links, requests for personal info, or urgent calls to action.",100
schedule crawler : hourahead failure start date : 1 / 21 / 02 ; hourahead hour : 21 ; hourahead schedule download failed . manual intervention required . log messages : parsing file - - > > o : \ portland \ westdesk \ california scheduling \ iso final schedules \ 2002012121 . txt error : dbcaps 97 data : cannot perform this operation on a closed database ! ! ! unknown database . alias : dbcaps 97 data ! ! ! unknown database . alias : dbcaps 97 data ! ! ! unknown database . alias : dbcaps 97 data,Safe Email,no,no,"This is a technical error message indicating a system failure, not attempting to solicit information or direct to malicious links.",95
"hil phonology 4 second and final call for papers : hil / leiden university will host the 4th hil phonology conference , hilp 4 , from 28-30 january , 1999 . call for papers abstracts are invited in all areas of phonology , and particularly on the conference theme : "" how phonetic is phonology ? "" - to what extent can phonology be derived from phonetics ? - where does phonology stop and phonetics begin ? - how concrete is phonology ? besides the main conference , there will be three workshops . w",Safe Email,no,no,"The email is a call for papers for an academic conference, mentioning a specific university and a theme. It lacks any typical phishing indicators like suspicious links, requests for personal information, urgency, or threats. The date (1999) suggests it's an old, informational message.",100
"creditfixThank You,Your email address was obtained from a purchased 
list, Reference # 1580-17600.Â Â If you wish to unsubscribe from this list, please 
Click here and enter your 
name into the remove box. If you have previously 
unsubscribed and are still receiving this message, you may email our 
Abuse Control Center, 
or call 1-888-763-2497, or write us at: NoSpam, 6484 Coral Way, 
Miami, FL, 33155"".
Â© 2002 Web Credit Inc. All Rights Reserved.",Phishing Email,yes,yes,Admission of 'purchased list' and a clickable 'unsubscribe' link are common tactics used by spammers and phishers to verify active email addresses or lead to malicious sites.,95
"Matt Kettler said:
> Ok, first, the important stuff. Happy birthday Justin (a lil late, but
> oh well)cheers!> a 13% miss ratio on the spam corpus at 5.0 seems awfully high, although 
> that nice low FP percentage is quite nice, as is the narrow-in of average 
> FP/FN scores compared to 2.40.As Dan said -- it's a hard corpus, made harder without the spamtrap data.Also -- and this is an important point -- those measurements can't be
directly compared, because I changed the methodology.  In 2.40 t",Safe Email,no,no,"The content is a technical discussion about spam filtering statistics and a casual birthday wish, with no requests for personal information, suspicious links, or urgent calls to action.",100
"buy your medicines from us , viagra , xanax and more . no doctor visit needed . remove . back you ' ll tiny lot wrote you ' ve what have say would picked are being now you ? good then postpone to mom . once . thing loved lost you ' d so it i ' ve changed weeks . these can ' t really that in never into time wants it ' s",Phishing Email,yes,yes,"Promotes illegal drug sales without a prescription and uses garbled text to bypass spam filters, common in scams designed to defraud users or obtain financial information.",90
"rendez - vous reporter : tuesday 5 th september 2000 > tuesday 5 th september 2000 > > the monte carlo rendez - vous reporter from reactions , in association with > guy carpenter [ http : / / www . guycarp . com ] . simply click on the link next to > each headline to read the full story . > > top stories of the day : > > back to basics for employers re > http : / / www . reactionsnet . com / conferences / viewstory . asp ? id = 675 > > deconstructing the nature of risk > http : / / www . reactio",Safe Email,no,no,"The email appears to be a legitimate industry newsletter from ""Reactions"" magazine, associated with ""Guy Carpenter,"" with consistent and legitimate-looking URLs.",95
"hiv viruses ? check this site out . this may help the ancient secret of life ' the antidote ' kills all known deadly viruses & bacteria in the body that keep diseases , namely : influenza , sars , cancer , hiv etc . etc . active . a disease must be made dormant to stop infection . ' the antidote ' is the answer . free shipping & 30 - day money back guarantee we are the only company in the world who have developed and enhanced this product for sale . click here for more info bacilli nurse zeus in",Phishing Email,yes,yes,"Promotes a fraudulent ""antidote"" with impossible claims for serious diseases, contains a suspicious link, and attempts to defraud.",100
"young amateur slut so cute of wohm do i have the honour ? : ) average teenager brittany cnoclusive facts are inseparable from inoncclusive execpt by a head that already unrdestands and konsw . suspicion amnogst thougths are like bats amosngt birds , they neevr fly by twiligth . happy is he who has laid up in his youth , and held fast in all fortune , a genuine and passionate love for reading . djusk ' a 24 g 2 t te be la puorisvehbash",Phishing Email,yes,yes,"Contains highly inappropriate, nonsensical, and garbled text, typical of spam filter evasion and malicious intent.",95
hi how to save on your medlcatlons over primarily 70 % . phar noblewoman mzmail shop - successfu streaky ll and proven way to save your m leakage oney . cornfloor v slanguage ag a marrow l seaborne lu merlon l r parnassian a filter cl i anecdotic s likewise val untrustworthy m andmanyother . * best p creation rlces * wellbalanced worldwide shlpplng * total confidentiai quaere ity * forgotten over 5 miliion customers have a chemotherapy nice day !,Phishing Email,yes,yes,"Unrealistic offer, numerous misspellings, grammar errors, and large sections of nonsensical gibberish.",100
"sfa licenses iris : i forwarded the information to donna lowry in our compliance dept . however , i am afraid she had bad news . enron would sponsor the renewals , but the us securities group does not recognize uk securities exams without further testing here in the us . she said she would get back with you and explain it in greater detail . but , from what i understand , you will need to take some exam here before renewing . when you hear from her let me know . shirley",Safe Email,no,no,"The email is an informal internal communication discussing a complex licensing issue, not requesting sensitive information or clicking suspicious links. The mention of Enron is unusual but doesn't indicate phishing without further malicious elements.",90
empty,Phishing Email,no,yes,"An empty email lacks any content (links, attachments, requests) that would indicate a phishing attempt.",100
"fork@xent.comYOU WON A FREE PORN PASSWORD!!
FREE PORN ACCESS ALL THE PORN YOU CAN HANDLE!!DO ME NOW I WANT YOU TO CUM!!!  http://www.tnt-hosting.com/wmann
to opt out click reply you will be removed instantly
sbex^krag(pbzhttp://xent.com/mailman/listinfo/fork",Phishing Email,,yes,Error: Invalid or no response from Gemini API. Response: No response,
"perfect logo charset = koi 8 - r "" > thinking of breathing new life into your business ? start from revamping its front - end - logo and visuai identity . loqodentity offers creative custom design of logos , stationery and web - sites . under our carefui hand these powerfui marketinq toois wili brinq a breath of fresh air into your business and make you stand out among the competitors . you are just a click away from your future success . click here to see the sampies of our artwork , check our ",Phishing Email,yes,yes,"Contains numerous blatant misspellings (e.g., ""visuai"", ""carefui"", ""powerfui"", ""marketinq"", ""toois"", ""wili"", ""brinq"", ""sampies"") and strange technical text at the start, common in phishing attempts to bypass filters and trick recipients into clicking a link.",95
"Hi,I believe you get more value for money by separating the mobile phone from 
the PDA.As expressed by power users on Open, a combination like a EUR 160 Nokia 
6310i talking to a EUR 440 Palm m515 will meet your specification. By using 
a EUR 90 Bluetooth SD chip, the Palm and the Nokia 6310i can talk to one 
another even when not in line of sight.regards
Berniewww.topgold.com/blog/
_______________________________________________
IIU mailing list
IIU@iiu.taint.org
http://iiu.taint.org/mailman/li",Safe Email,no,no,"The email is unsolicited advice about technology products, not requesting personal information or containing malicious links.",95
"employment agreement request for david parquet louise - david parquet is currently on an employment agreement which expires on 12 / 1 / 2001 . chris would like to be proactive in signing dave up again for another 2 years . dave ' s current contract details are : base : $ 200 , 000 ( due to sf cost of living ) equity : $ 100 , 000 equity ( 50 / 50 ) on 1 / 1 / 00 equity : $ 100 , 000 equity ( 50 / 50 ) on 1 / 1 / 01 chris is proposing : base : $ 215 , 000 ( or $ 200 , 000 with a cola payment of $",Safe Email,no,no,"The email content describes an internal discussion about an employee's contract renewal, including proposed terms. It does not contain any typical phishing indicators like suspicious links, requests for personal credentials, or attempts to trick the recipient.",90
roud and huge click here to be removed,Phishing Email,yes,yes,"Contains a suspicious, context-less call to action (""click here to be removed"") combined with nonsensical text, which is a common tactic to lead users to malicious sites or confirm active email addresses for further spam/phishing.",95
"Gary Lawrence Murphy said:
> >>>>> ""S"" == Stephen D Williams  writes:
>     S> A) Which religion is it that can claim no foul actions in its
>     S> past?  Certainly not Christianity, Islam, etc.
> Rastafari.
> That is, if you concede that of the two founding branches, only the
> one founded by the Nyabingi were legit and the others were
> thinly-veneered anti-colonial hooligans.  
> There is also Vietnamese Buddhism, unless you count setting fire to
> oneself as a ""foul action"".What about Tibe",Safe Email,no,no,"Content is a discussion, lacks typical phishing indicators like links, requests for info, or urgency.",100
"super vkiagra generic cialis ( regalis ) , at cheap prices . most places charge $ 20 , we charge $ 5 . quite a difference . cialis is known as a super - v?agra or weekend - v?agra because its effects start sooner and last much longer . shipped worldwide . your easy - to - use solution is here : http : / / go - medz . com / zen / ? sashok - - - - - the link below is for those who hate spam . . . http : / / go - medz . com / rm . php ? sashok - = = -",Phishing Email,yes,yes,"Offers illicit pharmaceuticals at suspiciously low prices via a non-official website, a common spam/scam tactic that can lead to financial fraud or malware.",95
"top paying position for bait - excelled @ em . ca call 1 - 866 - 613 - 3376 x 4704 + + + + + the preceding advertisement was sent from digitalgogetter . net to bait - excelled at em . ca . if you would like to stop receiving advertisements from digitalgogetter . net in the future , please + + + + +",Phishing Email,yes,yes,"Vague, high-promise job offer from a generic sender likely aims to elicit a call for a scam (e.g., job scam, advanced fee fraud) to obtain personal information or money.",90
"URL: http://boingboing.net/#85541081
Date: Not suppliedTeresa's written a wonderful blog post about the revelation that Tyco's crooked 
CEO spent ""6,000 on a shower curtain, $15,000 for an umbrella stand, $2,900 on 
coat hangers, $5,960 on bedsheets and $2,200 for a wastebasket.""     Naturally, they assured her that not only is it possible to pay $6,000 for 
    your shower curtains and $2,200 for a wastebasket, it's a Good Thing to do 
    so, practically essential. Then they explain how:     """,Safe Email,no,no,"This is a legitimate link to a known blog (boingboing.net) discussing a news story, with no requests for personal information or other suspicious indicators.",100
"need phentermine or other drugs - purchase here online up to 80 % savings on xanax , valium , cialis , viagra , tylenol 3 & more here for email removal , go here . cosy cotyledon apprentice boutique bien dread dishwater saguaro lifetime cartography dump bandstand pecos fluke derogate cessation cotman adjectivaltithe chameleon aggression imposition controversy ignore imagen fiftieth indent peak bunk piston connivance larch dearth grit mira spitzdromedary astm swig teensy bodybuilding pecos specia",Phishing Email,yes,yes,"Promotes illegal drug sales, offers deep discounts on controlled substances, and uses ""word salad"" to evade spam filters, indicating a scam.",100
"find it here your woman needs an 8 inch man . be that man for her . learn how here . turn off notifications here . yt international exports ltd st . meredith # 1470 belize city , belize",Phishing Email,yes,yes,"Unsolicited email using sexually suggestive content and vague links to lure users, likely leading to scam/phishing sites or malware.",95
fw : free digital payperview not interested ?,Phishing Email,yes,yes,"The subject line offers ""free digital payperview"" (a too-good-to-be-true offer) and uses a question (""not interested ?"") to create curiosity, common social engineering tactics in phishing attempts to lure clicks.",90
"new product ! cialis soft tabs . hi ! we have a new product that we offer to you , c _ i _ a _ l _ i _ s soft tabs , cialis soft tabs is the new impotence treatment drug that everyone is talking about . soft tabs acts up to 36 hours , compare this to only two or three hours of viagra action ! the active ingredient is tadalafil , same as in brand cialis . simply disolve half a pill under your tongue , 10 min before sex , for the best erections you ' ve ever had ! soft tabs also have less sideback",Phishing Email,yes,yes,"A deceptive attempt to sell unregulated pharmaceuticals with misleading claims, characteristic of email scams.",95
"clean draft of press release attached is a clean , non - redlined version of the draft press release . i hope .",Safe Email,yes,no,"Content encourages opening an attachment, a common method for phishing to deliver malware.",85
"bu "" y cialis soft ' tabs online for less new clalls softtabs = lnstant rockhard erectlons simply disolve half a plll under your tongue 10 min before action , for results that last all weekend . normal retail is $ 19 / plll order from us today at the price of $ 3 . 63 not interested ( 0 pt - 0 ut )",Phishing Email,yes,yes,"Deceptive offer for potentially fake medication with exaggerated claims and spelling errors, aiming for fraudulent financial transactions.",95
"re : apache deal 384247 10 / 00 according to the contract brief i received , the 2 . 175 is a 1999 price . i believe my pricing is correct . bob or darren may be able your questions better . dave enron north america corp . from : megan parker @ enron 11 / 21 / 2000 03 : 27 pm to : david baumbach / hou / ect @ ect cc : subject : apache deal 384247 10 / 00 i got an invoice for the gas we bought from apache for tenaska iv and they have a different price . for deal 384247 , we have a price of 2 . 28",Safe Email,no,no,"This appears to be a legitimate internal business discussion from Enron about a pricing discrepancy, lacking common phishing characteristics like suspicious links, urgent requests for sensitive information, or grammatical errors.",100
"Today's error(received multiple times) was:Jul 23 21:16:39.288680 report[98557]: [ 2]  Razor-Agents v2.12 starting
razor-report ./jobspam
Jul 23 21:16:46.597147 report[98558]: [ 1] razor-report error: reportit:
Error 213 while authenticating, aborting.I really like the concept of Razor but I find myself wondering if it's
really a good idea for the developers to be passing off what appears
to be alpha-quality software as production-ready....
/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/",Safe Email,no,no,"The email content describes a technical error report and a complaint about software quality; it contains no suspicious links, requests for personal information, or deceptive calls to action typical of phishing.",100
"* * you have won * * the national lottery euro millions promo / prize : deparmentabbey street lower , dublin 1 , ireland ( customer services ) ref : uk / 9420 x 2 / 68 batch : 074 / 05 / zy 369 final winning notification : dear lucky winner , re : bonus lottery promotion prize awards winningnotification we are pleased to notify you the draw of the euro millions promo / prize : deparment online sweepstakes international lottery program held onwednesdayjulyl 3 , 2005 . participants were selected t",Phishing Email,yes,yes,"Unsolicited lottery win notification for a drawing from 2005, generic salutation, and numerous grammatical/formatting errors are clear scam indicators.",100
on cd . . . needy ? seebody paliourg bye - bye,Phishing Email,no,yes,"The content is nonsensical and lacks typical phishing indicators like requests for sensitive information, malicious links, or impersonation.",95
"publish like a professional publish like a professional with digital page author easily create professional : ebooks ebrochures ecatalogs resumes newsletters presentations magazines photo albums invitations much , much more save money ! - save trees save on printing , postage and advertising costs digital page author download new free version now ! * limited time offer choose from the following display styles : 3 d page turn slide show sweep / wipe embed hyperlinks and link to anywhere online , ",Phishing Email,yes,yes,"Uses deceptive language, urgency, and unprofessional formatting to trick recipients into downloading unsolicited software.",80
- you could get a free dell laptop - find out how !,Phishing Email,yes,yes,"Uses a too-good-to-be-true offer to entice interaction, a common phishing lure.",95
"Dear Sir or Madam,My name is Petr Stanek and I am managing the free trial 
subscription program at the European Internet Network (EIN).  EIN publishes hourly updated breaking news headlines and other 
important information from 200 countries and regions. During September, you and your associates can have a 
FREE TRIAL SUBSCRIPTION to the EIN DELUXE Edition.You will have access to a collection of 25,000 daily 
updated articles, a news archive and many other benefits too. Once again, this trial is",Phishing Email,no,yes,The email is an unsolicited marketing offer for a free trial and does not request sensitive information or contain suspicious links in the provided text.,80
"maureen raymoin ' ds review norma , maureen raymond refuses to sign her review . can you , please , join us tomorrow to discuss it . i have a time slot available at 2 : 00 but i can reorganize my schedule to accommodate you . vince",Safe Email,yes,no,"The email contains unusual grammar, inconsistent punctuation, and an unclear context, creating a sense of urgency around a vague issue and requesting a meeting, which are common phishing tactics to illicit engagement.",85
